113

5
25 2
0 59
226 453
305 465
316 36

8
1 64
10 191
122 247
278 248
397 184
396 74
280 1
120 1

7
0 69
0 121
10 132
200 134
201 105
111 3
65 1

5
24 1
2 780
404 795
457 423
181 59

4
9 8
0 404
366 407
367 4

8
39 1
1 33
25 324
74 339
249 323
261 277
216 162
57 1

6
41 0
24 13
0 366
76 392
91 367
79 5

7
35 1
15 11
1 292
29 309
81 316
97 289
101 9

7
51 6
9 77
0 397
16 423
291 276
288 224
226 92

8
18 0
0 322
49 400
78 409
227 324
295 197
297 159
57 5

8
10 1
6 342
36 398
67 408
201 336
282 198
287 160
266 130

6
72 3
0 113
29 424
305 275
288 193
225 84

5
0 16
16 72
967 84
984 41
968 1

6
573 14
541 0
513 15
2 30
2 67
573 51

10
220 16
183 3
103 37
4 30
1 69
26 80
32 100
67 99
68 77
232 58

10
127 1
91 3
89 26
8 35
29 164
67 164
68 136
163 125
161 89
137 88

13
191 21
154 14
153 40
18 22
13 68
23 112
59 117
59 100
187 121
192 83
180 82
180 66
194 54

7
4 38
55 88
49 269
816 299
1282 179
1259 39
1208 89

11
220 13
181 13
180 31
3 19
0 59
29 109
29 248
91 236
244 252
245 211
221 210

5
1252 247
1225 0
0 88
28 205
676 301

12
219 1
179 0
176 28
11 51
14 90
26 92
27 282
67 282
70 253
240 239
238 203
220 201

12
101 3
67 5
28 88
3 93
28 376
85 377
85 346
134 341
131 289
111 288
110 68
132 43

11
145 19
107 14
108 56
37 111
24 265
70 268
71 246
137 250
141 201
110 200
109 85

8
27 7
3 49
63 231
181 221
179 177
155 176
146 87
43 8

11
227 76
210 75
204 15
189 6
79 8
25 58
19 105
79 131
203 130
210 104
227 102

7
19 24
26 154
54 154
55 131
694 117
671 55
495 1

14
22 13
13 104
31 131
152 129
153 120
203 116
210 101
227 98
226 66
211 66
203 44
191 44
157 8
35 5

9
694 88
670 13
643 13
642 36
0 23
22 135
141 131
188 154
490 154

6
583 5
2 16
0 42
33 56
218 38
582 41

7
614 25
580 1
20 6
24 108
64 108
65 84
613 95

13
54 0
53 27
5 27
5 52
30 56
37 344
26 637
74 639
75 613
113 611
113 565
91 564
103 1

18
151 4
102 1
103 53
2 54
2 102
50 98
52 316
19 338
52 356
52 381
101 381
99 333
138 354
177 332
177 285
133 288
147 69
183 61

22
690 74
639 1
601 1
598 53
51 39
2 60
0 108
53 112
23 131
53 186
99 186
101 136
249 131
287 166
331 81
441 95
423 133
460 173
510 172
509 121
627 116
650 146

19
143 2
97 1
96 22
51 8
28 26
25 74
7 91
32 132
11 241
50 324
87 324
88 306
109 301
123 243
197 243
191 175
223 76
212 52
149 47

10
337 0
297 1
296 24
1 36
40 306
78 305
79 282
369 271
368 231
343 230

20
2 88
1 150
23 155
16 194
54 233
55 296
95 296
96 275
236 275
239 225
261 210
412 189
392 86
251 87
196 47
194 0
157 0
156 21
35 25
38 87

15
402 13
360 5
297 81
256 69
242 18
123 27
121 60
87 79
11 76
27 330
109 320
141 367
280 327
303 251
380 227

10
401 3
362 3
361 26
2 20
29 296
68 295
69 273
425 278
426 237
403 236

10
2 19
0 59
25 60
27 289
66 288
68 271
257 282
259 242
230 241
223 36

14
333 5
286 5
285 25
3 22
3 74
25 75
27 330
76 330
77 305
254 298
318 207
359 204
359 169
335 168

10
401 0
343 0
342 23
6 30
26 306
84 307
85 282
425 275
424 218
403 217

13
6 82
65 89
75 150
129 144
130 131
212 129
234 138
257 127
256 71
179 82
84 48
71 29
18 30

12
424 0
367 0
366 23
21 34
22 92
38 93
27 299
85 302
85 272
449 261
448 203
426 202

5
241 1
2 28
0 253
13 283
240 253

5
24 1
2 780
404 795
457 423
181 59

4
9 8
0 404
366 407
367 4

8
39 1
1 33
25 324
74 339
249 323
261 277
216 162
57 1

6
41 0
24 13
0 366
76 392
91 367
79 5

5
580 35
571 0
0 2
16 69
564 75

6
107 1
58 3
0 81
2 375
135 366
145 45

6
3 0
23 286
85 370
130 373
159 338
185 18

8
132 0
98 1
11 102
1 233
9 264
94 275
135 265
144 14

8
24 4
1 26
22 263
62 274
148 262
156 233
137 110
59 0

7
1 30
8 83
26 102
316 106
327 80
323 58
26 0

8
1 64
10 191
122 247
278 248
397 184
396 74
280 1
120 1

9
328 118
310 83
224 5
191 0
3 107
0 127
82 219
232 219
328 142

6
0 9
10 182
122 212
268 212
275 53
123 1

6
147 1
2 13
0 142
13 168
147 155
160 145

8
20 8
2 86
8 110
158 143
181 137
210 63
205 27
51 2

5
0 16
16 72
967 84
984 41
968 1

6
3 0
23 286
85 370
130 373
159 338
185 18

8
132 0
98 1
11 102
1 233
9 264
94 275
135 265
144 14

8
24 4
1 26
22 263
62 274
148 262
156 233
137 110
59 0

6
2 356
198 479
1123 291
1115 63
398 1
69 216

7
51 6
9 77
0 397
16 423
291 276
288 224
226 92

8
18 0
0 322
49 400
78 409
227 324
295 197
297 159
57 5

8
10 1
6 342
36 398
67 408
201 336
282 198
287 160
266 130

6
72 3
0 113
29 424
305 275
288 193
225 84

9
221 42
190 0
65 4
0 65
1 133
12 144
71 150
215 145
226 134

4
0 1
56 488
283 719
420 17

9
221 42
190 0
65 4
0 65
1 133
12 144
71 150
215 145
226 134

4
1 0
15 76
969 92
977 0

8
0 33
3 134
16 146
218 142
228 131
217 64
159 14
36 1

5
0 16
16 72
967 84
984 41
968 1

5
0 10
24 146
500 152
693 93
682 13

6
0 19
15 155
696 130
695 61
502 2
19 0

7
1 30
8 83
26 102
316 106
327 80
323 58
26 0

6
107 1
58 3
0 81
2 375
135 366
145 45

6
3 0
23 286
85 370
130 373
159 338
185 18

8
132 0
98 1
11 102
1 233
9 264
94 275
135 265
144 14

8
24 4
1 26
22 263
62 274
148 262
156 233
137 110
59 0

5
0 0
0 229
11 239
241 192
230 0

6
0 9
10 182
122 212
268 212
275 53
123 1

8
23 1
0 24
0 353
24 377
150 377
176 346
197 24
175 1

8
78 0
51 46
0 421
36 447
230 446
254 422
255 42
231 0

4
1 0
0 762
367 765
208 2

4
1 2
46 397
201 401
206 3

4
0 0
0 326
148 327
128 0

4
2 1
0 635
114 634
129 1

8
442 19
423 0
74 8
0 96
11 192
73 256
423 261
443 242

4
159 1
2 10
53 473
140 467

4
170 0
0 4
1 300
160 295

4
1 0
0 292
158 294
151 2

4
1 0
1 227
163 232
165 6

8
123 0
82 2
0 86
0 227
7 234
109 229
128 88
130 7

8
123 0
82 2
0 86
0 227
7 234
109 229
128 88
130 7

6
0 0
1 202
74 275
208 275
280 202
278 0

8
423 87
225 0
35 2
0 83
0 215
31 296
247 298
419 200

7
51 6
9 77
0 397
16 423
291 276
288 224
226 92

8
18 0
0 322
49 400
78 409
227 324
295 197
297 159
57 5

8
10 1
6 342
36 398
67 408
201 336
282 198
287 160
266 130

6
72 3
0 113
29 424
305 275
288 193
225 84

7
0 69
0 121
10 132
200 134
201 105
111 3
65 1

6
147 1
2 13
0 142
13 168
147 155
160 145

8
20 8
2 86
8 110
158 143
181 137
210 63
205 27
51 2

7
0 256
599 316
957 298
1264 235
1306 80
1256 41
6 7

5
241 1
2 28
0 253
13 283
240 253

9
221 42
190 0
65 4
0 65
1 133
12 144
71 150
215 145
226 134

8
0 33
3 134
16 146
218 142
228 131
217 64
159 14
36 1

6
0 19
15 155
696 130
695 61
502 2
19 0

5
0 10
24 146
500 152
693 93
682 13

4
1 0
15 76
969 92
977 0

5
0 16
16 72
967 84
984 41
968 1
