3

13
54.0 0.0
53.0 27.0
5.0 27.0
5.0 52.0
30.0 56.0
37.0 344.0
26.0 637.0
74.0 639.0
75.0 613.0
113.0 611.0
113.0 565.0
91.0 564.0
103.0 1.0

22
690.0 74.0
639.0 1.0
601.0 1.0
598.0 53.0
51.0 39.0
2.0 60.0
0.0 108.0
53.0 112.0
23.0 131.0
53.0 186.0
99.0 186.0
101.0 136.0
249.0 131.0
287.0 166.0
331.0 81.0
441.0 95.0
423.0 133.0
460.0 173.0
510.0 172.0
509.0 121.0
627.0 116.0
650.0 146.0

19
143.0 2.0
97.0 1.0
96.0 22.0
51.0 8.0
28.0 26.0
25.0 74.0
7.0 91.0
32.0 132.0
11.0 241.0
50.0 324.0
87.0 324.0
88.0 306.0
109.0 301.0
123.0 243.0
197.0 243.0
191.0 175.0
223.0 76.0
212.0 52.0
149.0 47.0
