9

6
573 14
541 0
513 15
2 30
2 67
573 51

10
220 16
183 3
103 37
4 30
1 69
26 80
32 100
67 99
68 77
232 58

10
127 1
91 3
89 26
8 35
29 164
67 164
68 136
163 125
161 89
137 88

11
220 13
181 13
180 31
3 19
0 59
29 109
29 248
91 236
244 252
245 211
221 210

12
219 1
179 0
176 28
11 51
14 90
26 92
27 282
67 282
70 253
240 239
238 203
220 201

12
101 3
67 5
28 88
3 93
28 376
85 377
85 346
134 341
131 289
111 288
110 68
132 43

11
227 76
210 75
204 15
189 6
79 8
25 58
19 105
79 131
203 130
210 104
227 102

7
19 24
26 154
54 154
55 131
694 117
671 55
495 1

12
3 35
4 53
31 57
32 105
58 105
59 86
247 83
311 95
330 78
329 50
185 62
40 29
