18

10
0 45
0 353
24 377
150 377
175 353
197 45
197 24
175 1
23 1
0 24

10
39 447
230 446
254 422
255 42
231 0
78 0
52 42
0 400
0 421
19 444

10
662 0
24 12
0 40
1 162
25 185
452 172
667 162
690 137
689 52
687 27

8
349 767
367 765
369 763
368 745
208 2
1 0
0 761
1 763

9
205 2
20 0
0 2
1 21
46 397
48 399
201 401
203 399
206 4

6
150 325
128 0
0 0
0 325
1 327
148 327

6
129 1
2 1
0 634
1 636
114 634
125 258

12
403 0
74 8
12 67
0 97
0 149
12 194
53 242
73 256
423 261
443 242
442 19
423 0

9
136 0
23 7
0 10
52 472
54 474
138 469
140 467
159 33
159 1

9
3 616
8 621
86 620
90 616
105 2
101 0
5 1
1 3
0 376

7
149 0
0 4
1 300
143 297
160 295
166 164
170 0

7
158 294
160 292
158 167
151 2
1 0
0 292
51 294

7
163 4
1 0
0 1
1 227
162 232
164 231
165 6

8
2 132
614 144
616 138
616 20
595 0
22 18
0 23
0 126

12
0 87
0 227
7 234
102 235
109 229
122 156
128 82
130 7
123 0
88 0
82 2
2 82

12
0 87
0 227
7 234
102 235
109 229
122 156
128 82
130 7
123 0
88 0
82 2
2 82

6
280 202
278 0
0 0
1 202
74 275
208 275

9
423 87
224 0
35 2
0 84
0 214
31 296
35 300
241 301
419 200

