16

10
305 25
28 0
9 15
0 34
0 59
227 454
239 464
305 465
316 454
316 36

8
288 0
0 23
0 454
10 464
78 464
89 454
316 40
316 20

12
11 192
123 247
277 248
391 194
397 184
397 76
391 67
280 1
120 1
80 21
0 65
6 183

9
66 0
0 69
0 121
10 132
132 138
189 136
200 134
201 105
111 3

8
154 1
11 0
0 11
1 71
11 82
154 83
165 72
165 12

14
6 41
0 763
2 780
29 793
404 795
421 771
457 433
457 423
363 277
182 60
163 47
42 1
25 0
7 24

7
9 8
0 404
366 407
372 318
367 4
168 0
25 1

13
249 323
263 294
261 278
223 177
215 161
206 148
56 0
39 1
11 23
0 34
25 324
52 339
69 339

10
42 0
25 6
0 349
0 366
26 382
60 393
76 392
92 365
79 5
58 0

10
101 9
46 0
30 2
15 11
0 291
26 308
65 316
81 316
97 289
102 26

10
55 0
9 77
0 396
9 414
20 429
291 276
291 245
288 225
264 167
225 91

18
299 183
296 154
53 3
44 0
18 0
4 133
0 321
3 330
8 338
50 401
57 407
69 412
82 407
202 344
219 332
226 325
236 311
294 199

17
0 23
6 341
26 381
37 399
46 407
63 409
72 406
200 337
215 316
281 200
287 182
287 161
281 146
267 131
36 1
11 0
6 4

14
305 275
306 245
301 227
288 194
277 169
255 129
224 83
66 0
60 0
0 113
6 285
21 419
35 428
204 334

9
16 72
967 84
976 73
984 39
984 17
968 1
16 0
0 16
0 56

7
977 0
1 0
0 60
15 76
969 92
985 77
986 55

