16

7
17 9
0 226
1 228
219 323
473 332
475 330
475 0

7
410 0
0 10
1 310
250 308
372 305
426 302
431 0

6
1 306
423 300
425 298
425 0
3 5
0 304

6
449 285
448 0
16 9
0 279
1 299
447 287

13
0 64
74 385
244 393
354 80
356 71
355 51
346 31
338 22
331 17
319 11
304 8
81 0
32 37

14
429 38
427 36
251 0
239 0
123 21
10 69
5 110
0 186
0 302
2 348
104 397
172 393
304 351
400 263

10
258 56
168 0
43 0
15 30
0 79
0 239
19 292
44 323
126 324
217 264

7
163 4
1 0
0 1
1 227
162 232
164 231
165 6

10
21 0
19 1
16 45
0 333
1 335
186 345
353 349
355 347
371 126
270 23

5
17 308
370 296
372 294
364 0
0 11

8
169 301
171 299
169 6
167 3
1 0
0 1
10 296
12 298

8
1 334
257 325
473 229
475 227
457 11
454 9
184 0
1 0

7
1 0
0 1
4 302
423 308
425 306
425 8
423 6

8
1 0
0 1
4 303
6 305
240 310
431 310
431 11
429 9

7
211 0
0 84
1 153
206 156
208 155
241 35
231 3

9
3 0
1 1
0 36
1 295
3 297
256 314
258 312
248 40
222 12

