11

7
51 6
9 77
0 397
16 423
291 276
288 224
226 92

8
18 0
0 322
49 400
78 409
227 324
295 197
297 159
57 5

8
10 1
6 342
36 398
67 408
201 336
282 198
287 160
266 130

6
72 3
0 113
29 424
305 275
288 193
225 84

7
0 69
0 121
10 132
200 134
201 105
111 3
65 1

6
147 1
2 13
0 142
13 168
147 155
160 145

8
20 8
2 86
8 110
158 143
181 137
210 63
205 27
51 2

5
241 1
2 28
0 253
13 283
240 253

9
221 42
190 0
65 4
0 65
1 133
12 144
71 150
215 145
226 134

6
0 19
15 155
696 130
695 61
502 2
19 0

5
0 10
24 146
500 152
693 93
682 13
