15

32
0 218
12 217
23 209
3 78
4 29
26 29
26 0
33 30
87 29
98 18
110 30
120 31
121 42
127 48
122 49
123 51
119 53
116 158
120 161
115 167
115 176
112 172
83 209
83 224
71 225
74 245
76 247
24 247
23 227
15 224
0 224
4 221

32
0 289
3 285
7 285
6 22
8 24
28 23
29 5
32 24
53 23
53 2
132 0
145 604
167 596
167 651
143 652
143 672
140 673
136 651
129 651
112 675
110 651
83 652
84 673
28 673
27 651
6 651
22 435
2 384
14 377
9 362
17 358
3 291

45
0 192
3 190
2 189
9 188
1 84
1 24
26 23
25 0
27 5
28 1
34 22
36 24
74 23
72 4
70 2
127 2
130 21
139 24
151 24
148 26
151 28
129 32
127 34
127 543
134 550
127 557
127 566
121 563
113 571
118 600
61 601
58 582
39 579
40 578
37 576
43 576
60 563
51 240
34 240
36 228
50 218
34 218
27 222
10 214
9 196

37
0 649
27 643
36 117
15 78
15 22
38 21
39 1
41 8
42 1
45 22
91 21
86 0
142 0
143 22
166 22
162 24
164 25
153 237
174 288
159 296
165 311
157 315
174 388
172 391
141 401
139 403
140 597
164 597
164 652
104 653
109 676
27 675
27 657
25 655
14 652
3 652
4 651

51
0 434
3 431
7 39
6 24
30 22
31 5
33 5
33 2
37 23
92 22
88 1
145 0
146 17
157 22
169 22
166 24
169 26
146 31
148 513
155 520
148 527
149 535
148 536
147 533
146 537
142 533
136 540
136 549
127 549
120 554
118 554
119 550
99 551
105 569
108 571
50 572
50 555
42 551
29 549
30 548
27 546
44 541
50 537
49 494
33 494
33 472
47 462
32 462
27 465
3 455
3 436

44
0 599
27 592
30 476
22 486
2 435
23 426
29 426
22 408
31 405
48 417
50 408
35 398
40 137
40 47
62 46
63 34
65 47
114 46
114 0
115 50
111 53
119 61
128 61
128 70
134 77
134 79
128 79
130 555
148 548
150 545
150 603
131 606
128 616
128 624
125 625
124 603
81 604
86 625
88 627
26 625
25 607
13 603
3 602
4 601

33
0 0
714 1
79 51
77 53
78 74
636 78
635 79
639 81
634 83
654 103
663 103
663 112
670 120
667 121
668 122
663 123
664 150
679 113
678 172
663 172
663 200
657 192
656 200
650 191
646 201
646 182
639 171
122 172
122 201
58 199
59 133
37 135
0 4

35
0 0
719 1
337 78
617 78
609 50
664 50
664 123
671 130
664 137
664 148
660 141
657 144
657 147
655 146
640 161
640 172
630 172
622 178
620 177
621 173
113 177
123 198
62 199
60 175
38 172
59 169
37 157
61 156
60 133
43 136
44 78
60 78
59 49
65 62
66 51

32
0 307
12 307
26 298
2 86
2 20
49 19
45 2
43 0
106 0
106 18
111 21
129 21
123 24
131 27
109 30
107 32
114 284
121 291
115 297
114 310
103 310
96 317
94 312
29 313
30 317
87 336
30 336
31 335
26 316
17 313
1 313
6 310

42
0 196
25 0
32 2
41 14
43 22
39 63
45 88
45 64
60 62
61 54
63 56
64 54
65 63
345 52
350 47
354 51
365 54
364 55
366 56
364 60
370 67
369 69
364 69
367 136
375 135
389 100
388 137
376 136
367 155
367 162
364 163
358 138
356 136
87 137
87 157
49 152
55 101
47 101
45 99
30 132
21 185
9 196

43
0 0
10 2
22 16
30 52
47 51
47 35
49 37
50 34
51 43
57 52
334 50
326 25
365 27
363 47
362 96
364 96
363 116
368 121
363 126
361 139
359 135
358 138
356 135
353 135
346 140
344 139
346 135
97 126
96 127
99 129
59 133
57 125
47 124
48 123
44 121
57 121
48 53
46 56
35 114
40 156
35 171
25 179
21 179

30
0 24
23 23
24 4
27 22
29 24
97 23
96 19
41 0
99 1
98 19
111 24
127 24
122 27
129 30
100 37
98 39
99 256
129 256
127 317
39 314
32 320
25 313
14 313
14 301
8 294
13 291
12 289
14 289
15 256
0 84

34
0 239
30 76
31 25
56 25
56 0
58 4
59 1
65 24
67 26
87 26
87 2
140 29
443 39
444 35
437 12
507 16
506 40
527 42
526 43
529 45
505 48
504 63
529 83
503 83
499 155
500 156
511 143
510 192
497 192
496 213
508 220
541 226
549 236
550 242

43
0 0
545 20
543 27
530 37
522 39
445 37
310 59
427 63
428 62
421 44
491 43
491 64
493 66
505 66
498 68
504 70
491 71
494 86
505 93
492 94
495 192
502 192
518 169
519 164
518 194
502 195
494 205
495 243
493 239
492 242
484 220
468 244
466 193
113 194
113 244
44 242
47 106
32 106
34 50
49 50
48 24
11 18
1 7

31
0 57
23 55
24 36
26 36
26 32
197 0
185 443
179 442
167 427
164 410
151 389
139 390
138 403
136 399
135 403
133 389
120 390
111 404
110 390
91 391
96 416
26 416
25 392
1 392
2 390
0 365
0 323
24 325
25 227
21 159
1 125

