19

10
2 86
13 97
32 97
148 81
172 76
241 46
243 27
211 12
2 0
0 19

16
1306 80
1271 42
44 0
6 7
4 32
0 256
34 270
463 308
607 316
713 317
792 314
855 310
962 297
1264 235
1294 189
1306 105

12
230 18
39 0
13 0
2 10
0 35
5 242
13 253
205 281
230 281
240 270
242 245
240 29

18
1248 0
0 64
0 84
9 198
15 207
125 248
162 260
213 274
242 281
333 298
435 310
487 314
628 317
766 312
817 309
1245 273
1255 262
1250 19

12
2 28
0 247
2 272
13 283
38 283
230 264
240 253
242 19
241 0
180 3
122 9
45 20

14
6 41
0 763
2 780
29 793
404 795
421 771
457 433
457 423
363 277
182 60
163 47
42 1
25 0
7 24

7
9 8
0 404
366 407
372 318
367 4
168 0
25 1

13
249 323
263 294
261 278
223 177
215 161
206 148
56 0
39 1
11 23
0 34
25 324
52 339
69 339

10
42 0
25 6
0 349
0 366
26 382
60 393
76 392
92 365
79 5
58 0

7
580 0
0 6
0 57
16 73
563 68
573 58
580 16

7
571 0
0 2
0 53
16 69
564 75
580 59
580 37

10
39 376
135 366
145 45
125 8
104 0
58 3
47 13
0 81
0 344
2 375

8
64 2
3 0
0 31
23 286
85 370
128 375
158 344
186 18

10
11 102
0 253
9 264
98 275
123 275
135 265
136 256
145 15
132 0
98 1

11
59 274
148 262
157 251
155 226
137 110
59 0
34 0
16 8
0 27
22 263
34 274

6
71 0
0 1
0 86
2 110
55 110
71 94

10
26 102
316 106
327 79
327 64
326 59
46 0
26 0
4 18
0 37
8 83

12
11 192
123 247
277 248
391 194
397 184
397 76
391 67
280 1
120 1
80 21
0 65
6 183

12
191 0
2 108
0 113
0 127
18 157
82 219
232 219
263 203
328 142
329 120
309 82
218 0

