35

10
0 45
0 353
24 377
150 377
175 353
197 45
197 24
175 1
23 1
0 24

10
39 447
230 446
254 422
255 42
231 0
78 0
52 42
0 400
0 421
19 444

10
662 0
24 12
0 40
1 162
25 185
452 172
667 162
690 137
689 52
687 27

8
349 767
367 765
369 763
368 745
208 2
1 0
0 761
1 763

9
205 2
20 0
0 2
1 21
46 397
48 399
201 401
203 399
206 4

6
150 325
128 0
0 0
0 325
1 327
148 327

6
129 1
2 1
0 634
1 636
114 634
125 258

12
403 0
74 8
12 67
0 97
0 149
12 194
53 242
73 256
423 261
443 242
442 19
423 0

9
136 0
23 7
0 10
52 472
54 474
138 469
140 467
159 33
159 1

9
3 616
8 621
86 620
90 616
105 2
101 0
5 1
1 3
0 376

7
149 0
0 4
1 300
143 297
160 295
166 164
170 0

7
158 294
160 292
158 167
151 2
1 0
0 292
51 294

7
163 4
1 0
0 1
1 227
162 232
164 231
165 6

8
2 132
614 144
616 138
616 20
595 0
22 18
0 23
0 126

12
0 87
0 227
7 234
102 235
109 229
122 156
128 82
130 7
123 0
88 0
82 2
2 82

12
0 87
0 227
7 234
102 235
109 229
122 156
128 82
130 7
123 0
88 0
82 2
2 82

6
280 202
278 0
0 0
1 202
74 275
208 275

9
423 87
224 0
35 2
0 84
0 214
31 296
35 300
241 301
419 200

10
55 0
9 77
0 396
9 414
20 429
291 276
291 245
288 225
264 167
225 91

18
299 183
296 154
53 3
44 0
18 0
4 133
0 321
3 330
8 338
50 401
57 407
69 412
82 407
202 344
219 332
226 325
236 311
294 199

17
0 23
6 341
26 381
37 399
46 407
63 409
72 406
200 337
215 316
281 200
287 182
287 161
281 146
267 131
36 1
11 0
6 4

14
305 275
306 245
301 227
288 194
277 169
255 129
224 83
66 0
60 0
0 113
6 285
21 419
35 428
204 334

9
66 0
0 69
0 121
10 132
132 138
189 136
200 134
201 105
111 3

10
2 86
13 97
32 97
148 81
172 76
241 46
243 27
211 12
2 0
0 19

8
147 0
2 13
0 137
2 157
13 168
39 168
152 154
162 142

10
181 19
32 0
20 8
0 97
8 110
169 145
181 137
209 66
214 41
205 27

16
1306 80
1271 42
44 0
6 7
4 32
0 256
34 270
463 308
607 316
713 317
792 314
855 310
962 297
1264 235
1294 189
1306 105

18
1248 0
0 64
0 84
9 198
15 207
125 248
162 260
213 274
242 281
333 298
435 310
487 314
628 317
766 312
817 309
1245 273
1255 262
1250 19

12
2 28
0 247
2 272
13 283
38 283
230 264
240 253
242 19
241 0
180 3
122 9
45 20

11
190 0
65 4
0 65
1 133
12 144
76 150
215 145
226 134
226 109
221 43
217 35

12
37 0
0 33
3 134
14 145
31 150
145 148
218 142
228 131
228 105
217 64
161 15
155 13

9
19 0
0 19
4 144
15 155
685 141
696 130
696 62
685 56
501 2

15
263 153
499 152
682 99
693 93
692 24
682 13
36 0
11 0
0 10
0 35
5 126
8 133
17 143
25 146
184 153

7
977 0
1 0
0 60
15 76
969 92
985 77
986 55

9
16 72
967 84
976 73
984 39
984 17
968 1
16 0
0 16
0 56
